Type,sizing_constant,sizing_constant_unit,lifespan,lifespan_unit,RE_type,set_size,set_number,maximum_size,maximum_size_unit,location_name
0,100.0,G$/GWp,262800,h,WINDOUT,24,0,0.0,GWp,SGP
1,6.76920699,G$/GWp,262800,h,WINDOUT,24,0,424.293,GWp,IDN
2,7.615010703,G$/GWp,262800,h,WINDOUT,24,0,57.709,GWp,MYS
3,6.40558285,G$/GWp,262800,h,WINDOUT,24,0,1.542,GWp,BRN
4,5.820726048,G$/GWp,262800,h,WINDOUT,24,0,12.44,GWp,KHM
5,1.58132366,G$/GWp,262800,h,WINDOUT,24,0,700.0,GWp,MMR
6,4.305431818,G$/GWp,262800,h,WINDOUT,24,0,84.21,GWp,PHL
7,5.316641284,G$/GWp,262800,h,WINDOUT,24,0,59.347,GWp,THA
8,4.412243085,G$/GWp,262800,h,WINDOUT,24,0,136.694,GWp,VNM
9,1.58132366,G$/GWp,262800,h,WINDOUT,24,0,0.0,GWp,LAO
10,1.58132366,G$/GWp,262800,h,WINDOUT,24,0,0.0,GWp,AUS
11,1.58132366,G$/GWp,262800,h,WINDOUT,24,0,0.0,GWp,SAU
12,1.58132366,G$/GWp,262800,h,WINDOUT,24,0,0.0,GWp,IND
13,1.58132366,G$/GWp,262800,h,WINDOUT,24,0,0.0,GWp,ARE
14,4.4067506729999995,G$/GWp,219000,h,WINDOUT,24,0,26.556,GWp,MAR
15,3.758859845,G$/GWp,219000,h,WINDOUT,24,0,1.485,GWp,KEN
16,4.135071968999999,G$/GWp,219000,h,WINDOUT,24,0,152.711,GWp,ZAF
17,4.987543258,G$/GWp,262800,h,WINDOUT,24,0,14.218,GWp,KOR
18,3.450847015,G$/GWp,219000,h,WINDOUT,24,0,7.36,GWp,EGY
19,4.066079713,G$/GWp,219000,h,WINDOUT,24,0,4.403,GWp,NGA
20,4.701759256,G$/GWp,219000,h,WINDOUT,24,0,552.155,GWp,BRA
21,4.135657669,G$/GWp,219000,h,WINDOUT,24,0,10.477,GWp,COL
22,3.990399046,G$/GWp,219000,h,WINDOUT,24,0,12.007,GWp,PER
23,4.057903432,G$/GWp,219000,h,WINDOUT,24,0,51.246,GWp,CHL
24,2.184,G$/GWp,219000,h,WINDOUT,24,0,,GWp,MOZ
